seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
257334009 870163789 306978
785176172 195445650 477716
655271336 559865547 127101
306567070 461220219 460552
528348895 968544903 385919
861728966 652039221 178165
737170640 592166786 198148
688289793 506642673 234975
822335330 142035652 483117
983626202 359860432 173828
888946310 419493670 162558
821261973 438653229 443268
946600404 273684918 123931
489206030 788661683 321674
149177771 392394565 170158
822613449 226251682 217783
171724228 750363160 105756
414460305 170536943 454557
783533956 581787409 252204
428323463 458126151 126412
355567167 653486843 285599
621670042 337577531 442573
968744481 114668764 226592
456431498 352214214 133074
289616182 417220092 188425
822065149 120331404 171817
909082568 662866830 310134
933720684 437840545 333109
485333958 592365657 109239
900459433 953218635 152521
608379027 207937516 469531
187482508 320321070 244522
754960627 786805191 380238
777831416 941233109 336617
804036117 610614625 419034
665701924 781853842 164434
808246506 484109765 357133
426972423 300874611 416442
544781776 116056733 135139
867346605 880583771 159224
756828785 661859317 142524
735872855 849633000 308201
855417529 621028548 182789
789961815 514532086 252238
735118317 673636883 152697
177323821 575754142 190341
834251632 568483517 396082
396731923 676227435 107703
204857350 453248637 138167
327703644 838243421 405831
963982777 402954443 106196
729111520 501741439 113222
280787843 412350725 306851
567743962 715671453 492097
711529283 107819965 419917
241971150 831251143 296845
940064977 286777610 397633
725184467 308009102 420620
384814647 353649432 308232
554300935 810959453 162233
776023204 599291411 168789
117489286 493976246 241979
118651167 233842363 136138
116925038 694421233 275131
654705236 783177618 118641
153329942 854273360 225174
142085243 868204519 128015
912566898 663816881 395045
728592826 825882524 366833
130435585 211868250 138317
101399805 745303950 473676
514086058 310302070 262344
903138810 687543990 116142
469268846 841471325 305521
198378403 673959263 365776
855975843 329857118 285252
393973166 558873216 246031
907831664 631208355 395799
399884050 203932555 119048
826027413 923260639 407542
446944839 256874665 246644
882454242 425173143 346908
630109259 123725142 114261
517470316 606213623 474012
947582426 466442388 125550
111431399 899977749 375845
723363837 546924093 211242
539425331 502034231 193932
194641890 601212826 454176
590326328 441320834 340076
761349359 106171757 432080
178778061 796669560 308171
456882172 805660127 161086
162337277 498443005 472905
791294161 340955942 176463
921529047 246827703 447909
343608815 374612386 271936
989945648 444235955 116392
602517461 915801272 375021
891911684 381718609 460124
811323605 937040653 209818
201151968 757019645 378718
866161660 520835379 484281
261505597 364489942 498478
330169279 404744456 308665
174249796 252832606 200356
805456866 436832527 135543
858536499 531335670 477095
202848250 330985190 369742
188740821 827903185 109282
263637690 335452210 118345
876497522 623065678 289199
964657932 940526155 496580
507511024 891255439 289341
714787558 835839188 410153
481647947 671035124 273962
380445324 156081743 279802
875734021 822515032 155190
552260962 108596023 111382
499662447 199448501 478510
548149267 536718930 299895
851504448 686888937 282009
758424912 889011144 131395
396171404 664422458 287551
362616671 716278146 472886
897075565 197916951 318972
911217647 921956444 206783
786314692 636559274 407596
774065484 933824799 234258
628835321 227117196 408539
123230666 590948201 133595
108277907 440069197 425040
767408568 194092250 409394
538979749 788993539 333989
590228206 868433632 135537
965684083 835156478 323398
380732487 718834342 100941
487342035 960246647 367495
552983562 231644554 473092
176340823 935186563 176707
440806160 579454411 302799
165158817 236901188 208833
373407363 800139423 190451
199916045 401677175 140673
280786149 694978254 281077
591954040 859572059 397425
662450480 266441105 438334
886911981 905940849 135813
678666860 125255364 268084
756305972 230733896 411291
702012659 930622662 366981
510010784 387461148 103988
579320497 603657848 437443
326048545 276539212 272382
632568292 699378854 207610
593675675 878469203 148758
838584954 821210911 123976
476334805 187904412 212248
243653308 720617458 327116
752616509 149911088 328505
308363479 130931753 461365
801129433 576044842 361708
290470339 557097064 273188
858886213 574704848 371151
149136125 261938980 283984
708051764 597296771 108702
563869270 254156951 252943
766426219 299689001 335876
811635833 637805763 150931
952756113 761283444 430715
128230040 504692322 104677
197855016 140199728 224360
715338978 143587313 331015
873664205 263461632 363578
340655351 318662563 262224
615795539 699043967 207580
561303476 295159318 122330
634940464 647114017 269322
687825817 717691702 113236
461691943 684547059 258500
428914418 259406937 458789
462273098 317738610 237622
856520470 476882608 225054
137362287 248541901 336803
760132401 567448244 225945
130660832 264107286 101338
189146450 748981620 318324
657121046 722476374 355078
773465873 569903351 190402
519079872 361428917 233059
238553423 170005286 320923
916446191 652668821 247920
758889574 693051786 178176
332190086 228938628 345217
868234736 269881509 451009
691453703 477154433 292461
498238767 326948305 185987
495863989 127190298 235792
117803613 143142586 285447
376470060 432199664 191046
691373107 668370335 277939
953942705 696159180 144990
638299337 961745717 117700
690783375 645633784 371851
511161050 595483597 284271
123406919 239241986 221714
360011087 433623719 429561
556231671 341370450 240625
490105246 388265828 334377
937633690 560869825 410023
608443686 235038391 302670
559117070 771529703 173169
259076766 421928572 220701
477309361 996288423 108210
547667303 213762108 171691
578235322 453544170 352737
174647496 632665079 284852
974992747 346630186 387295
622453993 121729341 117902
105552754 549550120 190039
794863165 212803140 134509
541730189 766285997 319927
782414963 765177001 369657
432539550 512547805 398779
460855939 451122054 360379
402677166 685231174 213660
637464128 791175391 253625
317548655 322502973 188255
340628062 414448018 151786
598514222 985912716 147707
769323591 340698229 175061
804802153 146912383 152126
859212277 341860432 185346
846302277 474354153 101395
500239226 855466664 262140
633134439 942313294 374110
238718723 198984251 171814
655573370 222091129 327864
766230250 611253787 454284
784712128 774468336 268397
529765166 117782080 240676
325174806 721317494 140756
652662931 701359280 477733
141800857 543003481 223357
944141382 343099719 296659
946050407 684018750 216913
735072465 785175119 192309
687608339 423400871 417115
781946718 426508078 432126
517968954 245656600 256439
612050360 368296127 100781
572040298 480751006 195110
637264290 566641958 126902
765627794 480225374 307866
831271685 828039734 457743
978637353 947532981 483338
908230377 709994927 108090
462224520 385204745 106672
455875852 377511372 159531
237102551 918558213 331835
896253874 747396077 140947
314467944 672047493 219291
885936254 654093719 210730
292292633 355510211 484665
867092426 163674719 216563
255358488 465110514 240986
623412548 962783065 364206
756319772 344291480 208088
977557640 285901121 216106
668343528 500473540 317929
376533413 456843192 359367
281360558 601973583 336121
952206124 717040991 137820
742720455 780645940 134297
468621706 987744154 175759
666483233 460796985 289819
675590611 955529581 396475
951047938 990243448 357498
793899789 218629246 388551
143428423 865258686 291470
750383636 619072628 198359
446552497 439414865 209044
330811556 417040035 160415
804757941 137095458 195660
247196264 709296732 221604
367828999 740208311 482860
607236499 262321337 149962
285911175 291992814 181982
421398584 325100029 130725
796318580 652318039 251454
693364882 411811909 376730
827167720 564046205 173796
733526253 192572517 237204
898379213 784956856 210582
400470202 561452992 392166
379365178 846385624 361716
194033830 675881322 226341
165844534 102966931 218647
964911910 634305013 169371
799211808 410911910 395619
835856411 250755774 153324
401311293 656809795 129130
481731427 538153205 156285
179682655 204323236 252905
677268915 959337317 203522
983232225 562540634 495497
418259305 857525144 152932
886187900 237502137 249940
599876853 676992663 417612
848321973 769552586 441206
690888841 290903852 210752
241532280 727008707 185154
280904283 402371929 376891
967582810 304518688 149129
342411565 442342601 125853
479167888 999206021 278789
709173098 551366038 446436
975731023 421107314 117503
291472095 995343338 180239
519947176 859368474 159809
980597753 644838678 283818
262310653 608516995 204630
279038029 152234288 373613
350801107 236251712 489577
781331475 725638267 474440
756592408 616987457 316618
486808545 318383104 140994
432905343 144260670 167092
760923177 621948182 220340
262922849 577863125 190162
845981570 629115334 125835
951673733 725159309 310929
477036249 605482813 382033
237841008 556879090 149488
146004199 855986315 436286
198457953 821523076 298496
111772720 667310764 148074
147606817 461935580 315674
380180048 609517143 469189
674444160 860103829 491304
682541396 439189685 105122
717504486 633022277 281988
474424740 846008552 250111
555516966 946523620 491323
250500479 541354461 168223
322053180 909082718 267291
132470378 768118738 191733
420334111 392619011 451102
790753461 852805703 216349
108236373 217490625 390103
400976982 427284641 133060
333914121 321835060 163290
121438671 774755353 251853
660062427 404113450 289922
167371279 186971922 380895
278935812 659032865 171417
904843336 709092900 110837
330826530 391134680 492875
115528110 917871632 365658
811645243 816751732 281373
131106251 884145518 312477
220763132 839613298 414953
498311237 911568682 189552
811089144 490538382 166597
446601786 833901341 186362
235906698 751720702 167686
329975925 982287600 263785
493782932 215296115 382658
568856920 613090490 318197
603855738 495116023 116585
763313560 197322379 110403
177314984 868989988 397425
879982347 830619250 334215
669070544 750521665 268582
351020679 591238581 446210
665761092 456593275 142906
619573685 509980167 201489
803718703 852308411 270524
448170208 661228686 215842
201994221 132507652 452139
699150858 738683428 306616
909174534 499893921 103734
221118671 354425503 272405
924570275 400366305 324374
427597585 332812782 309747
853326676 340544948 141559
795218992 130036741 119031
708326878 523132819 234032
626667601 597997777 496091
598028645 913075518 240647
141706393 972927124 225756
214033349 471068337 428418
636698460 752707453 353812
152027368 906894436 121567
424010070 203449426 452978
417116911 863161512 431165
580804281 506333359 289009
816918383 594167472 467648
912844806 804677939 441332
595270992 530339694 436872
897243858 753451735 222216
757812032 162890978 169989
217496262 811165874 448547
256986071 988496298 418543
622303938 634972855 359554
535295678 989789368 297240
454865613 387675963 393616
872879672 103229870 227701
288699071 356128849 196207
455156849 606947617 402903
324453557 503450088 347595
384595194 629348991 117172
136424230 372663188 267645
493631883 768479943 246202
135436681 799881212 155804
832372363 508848902 211105
772197249 801592965 192623
921918141 169159352 482470
861092082 948758119 290764
277297354 398867452 154501
267803284 207517130 198739
741040134 596734020 300526
915881123 357270749 261870
683311636 393407323 119798
452644564 988127825 261012
175419126 217089211 164707
635718171 864844479 385663
138644726 964145184 387283
882890319 493123191 197721
510753848 550311445 151522
748758914 981292130 150921
773698468 464353605 398901
829825797 272503241 483781
400794028 371490257 396618
643332407 954746318 118900
564952006 291621362 178628
336645529 102257547 147409
981981426 695350177 322377
464554413 229344368 197111
530905135 457958587 140978
830491406 746614266 196206
838738227 653069048 197864
725397302 370181468 470857
268598589 641772454 244566
914331984 505696937 327798
188908626 144694806 123572
372727364 139828576 103937
528640271 505119905 249262
607023672 586166313 111218
730233492 680328918 455593
214732594 264394074 103375
491917611 604451361 428516
385168663 107065102 148731
921991859 481591827 279370
823444400 333888710 160633
349066929 584047161 306269
351064403 515804615 167426
474266178 124715074 100404
248454463 213336120 314693
414829705 880336729 132491
136423609 367381200 337437
266470145 712121341 480248
992086632 172231819 269464
834484920 351994947 160647
615222880 483687649 410409
265745291 962047530 130820
426929646 472729885 133202
339140635 654657829 183334
333048129 260002266 105608
563535941 594822458 450156
141067841 681746465 238865
753495155 983227314 311692
824456742 537439514 353489
534272644 211056444 473260
666267472 867279328 249764
488271842 253700473 352824
797376561 874224107 117028
729339840 195935091 272812
831556727 318005648 148499
475664917 912887450 174558
299498785 453994130 341519
619273954 295429014 274273
693988310 743603066 435003
861432890 181199485 112437
146756338 656218614 355292
340508945 577394714 175720
339308921 366202489 167754
127275817 659551950 352029
162606259 323970340 117037
108403215 574030357 420083
433461886 216357836 214760
960964973 334971053 204674
195170251 596007206 282846
879086997 487990607 410568
591784602 780314211 266328
589770952 513583306 346371
256855119 108472218 118167
468178282 747705864 187181
418438503 929682840 353818
616899409 674950235 284225
704836317 620202159 350954
808787986 254888175 282194
299545721 273888955 217121
699553100 342057571 436380
269392423 238951620 237832
155016458 539371663 168768
135653593 764816065 115896
961319125 187487204 274530
705116220 903301802 359742
619279324 927790778 223088
433739492 323298636 155826
866301434 328889925 477994
729768521 475325522 139469
460345861 885926955 262514
482427978 159908750 153799
351785862 938240566 397902
582353663 304186414 299760
634021251 250427945 327630
602554605 893076844 321935
394190570 967661364 483872
991927980 325804793 165206
858891441 415686597 255358
635156655 599536582 166648
405500379 739374592 103454
539392029 454489281 207206
529401448 660492839 423913
795141595 748081256 130589
346556816 943511558 296887
859942681 542705688 296647
103692028 588888517 232789
831672215 219735850 286191
243190616 732547475 235455
665297413 893522463 263235
594084088 134839452 461242
141563601 533937336 346153
334723318 125784386 452256
253212043 184513562 209431
862547606 552017877 288933
991451488 807994367 190170
291272789 301534966 398192
525437898 538009415 135240
321586280 719843187 106790
135388506 111491159 181649
745028364 180673227 129806
866703163 908581500 111794
652463184 436588217 103064
406349204 641505136 189020
740288956 965958434 400811
544673260 611036210 133615
354955940 844711318 244761
331364653 360096115 278836
556147693 257637317 472747
178404700 542070946 382651
607826588 771772553 162108
102054366 265716143 390004
470059776 278684362 133359
253371145 486285739 197515
233138580 580406190 170658
983252140 735294497 309401
125944554 876139669 182390
172242644 950950169 174226
861832217 274604365 214260
714054187 733702457 166187
357597056 693363595 351022
646596945 623544229 491272
943750506 298431927 347339
629544449 953464799 170372
147838771 226743516 217851
211167450 583769157 251835
961518277 529806703 425227
521630535 677552318 267949
747611725 755022007 103785
486678957 584948404 141828
598775857 409085725 362199
117719137 223995526 129607
776922451 958921033 348949
315653928 488934845 176716
430058113 302804914 499778
990761094 421630242 252179
250119652 878879068 253272
994760903 813849277 414926
312990855 214164520 350650
935895602 734783606 492883
156818708 553778096 237720
536867980 874481603 123632
421798245 932896208 413032
498030612 844169653 108442
931858906 766919275 216352
385040738 873259085 123999
330240777 906557195 295585
228986880 937758900 238297
390749576 944920447 206858
569632357 298877929 319952
464749574 332628637 157395
500271055 148289595 382339
769849425 384612918 235134
291496324 657974621 462688
137187561 307371323 360791
893300199 761946145 247277
844972823 410329022 146358
992403806 819293236 177933
132712768 264569513 469402
727852210 293570778 263957
885366784 809516904 252789
468792570 993931615 226385
933749296 442923460 489057
801991891 682094018 383237
329653247 451662157 199786
973702473 223694895 263359
350856420 609998043 184834
798340703 260906692 157279
351151472 517631873 162135
826924787 862687646 464353
626139096 557552859 107561
634496829 727779095 235800
133279788 278156333 172374
911983314 263929981 164601
797340461 914971479 439603
972475360 801985217 277976
551705435 434480238 462800
974908393 442476720 145888
106595143 467683320 383422
232106702 498918487 438475
508304228 719144950 319552
171548238 773987738 352587
657293180 861854282 141840
118663253 139574149 231163
734922237 800975359 117459
684228457 708135250 377825
905406862 556014245 312109
487849927 836387461 148338
836026375 707868635 221697
245986453 910827080 428031
752579479 832497237 404298
923497280 825049931 239826
957390454 543830051 161464
903908446 202144549 353233
453465712 840934951 425088
668402165 200455860 338293
791990074 718199491 258706
626580741 216923063 128166
744300581 518230177 131834
316039960 683535317 371787
766614366 646626568 159651
556205759 395708036 120671
342280297 888249102 359463
135421680 527609271 262919
708686473 714198001 255555
337253566 899389340 152753
569077620 628176800 267757
200475799 706044218 422847
855774093 506989916 193421
398044653 131474400 290029
986337227 107389713 360028
437413934 796083540 159478
210919514 258197861 311846
993403341 407851901 165579
776819159 581055511 229954
540118792 570310832 130770
726478852 333623014 130501
873383000 731908958 153185
824819469 373026305 350660
397590082 746834694 499896
727746337 114154689 475247
972978244 354753644 203943
264870914 414626863 255098
598574278 820956714 197485
266090449 902711191 216979
406792675 733404529 279577
656787409 489167397 395995
633735275 834602345 255853
624400423 147601344 159026
840172789 579825875 176687
627361055 917670869 131597
735064950 470208751 229456
259148987 336659120 104232
155999028 166052539 121809
302384391 352390077 474747
464708326 129143572 349235
132571018 655413974 187178
185376151 167764132 270626
111165280 380443492 390520
340671319 893925481 451321
871135873 814329065 263510
451242659 120959827 270778
850726481 146067594 164311
121400824 520312524 310085
424886283 232931416 341070
714435993 363709910 113138
994798457 294550175 305826
983018557 974302779 195738
227989779 678859604 193208
358919243 496413768 235985
421122812 104757097 148837
635240458 970909205 448642
978469891 755993382 219402
331200928 622662104 178086
719053070 190666824 307341
713926755 547627820 326440
208221344 253101501 457532
766966295 620757248 237455
207904664 329378474 378020
322913586 786138311 371816
954819670 676363714 233087
759392801 788118703 129449
537335133 179220790 349719
502542010 360867598 415671
791004522 205995616 100353
446901480 897057447 419991
602292289 452260340 365061
681538831 191491678 232649
344331686 297553398 162247
984124105 889472005 197733
189056673 806107391 259714
553775570 723286509 344600
201685755 207035755 137663
862860861 942843990 392379
725120864 566817534 202352
829834610 850011787 254694
291090288 751929000 483096
446683024 324163397 399033
739919280 820187928 331833
804026957 168073310 324895
309512569 700952321 158855
880753657 309165831 465670
837153343 583466412 294761
750968634 850728448 289873
154266306 524136073 104442
554488740 922439837 424558
760546922 617361529 116775
577567274 462726439 145469
482668088 871658707 259415
304245004 491417276 159913
883197372 533428514 203558
891619386 528915582 319533
729866867 787637831 302034
805026002 432543692 224496
629950674 427721967 429052
915288178 363166673 139364
283386395 305164124 159073
214711033 878245952 197514
398584955 491109254 178471
182060935 322946622 118516
472827536 723740836 263957
181173235 927389880 104700
652178588 464773618 303772
163481604 115275669 122401
811833622 833050101 263320
749568707 244665284 241003
311953301 452759471 398193
143531073 388766752 213185
897792003 153038296 284689
946383523 137825616 131528
205702378 777417808 129436
802324438 135971613 329660
949630008 669895562 278732
981736912 919444391 117927
743048642 800598794 103158
922451974 722934742 217716
750563820 256652325 130710
637438096 563590906 114075
905221936 645161776 121802
165618605 791883548 226565
794620906 481043269 145663
566396850 362397218 140521
506502031 335986766 141652
645553309 242210272 408992
560910543 883475772 193627
261537226 618430039 484530
768942023 193584425 380964
800033156 138265188 375925
664622673 183264053 224144
481679615 666707045 303416
258552883 711253619 120651
960925941 322693565 168367
597084529 174830771 224502
286293595 756403276 228683
962751932 729402950 158140
711509106 777685141 333980
440847901 554062178 420041
496529864 867033523 188382
261996770 131888932 380631
650152533 829588001 239722
486615911 524848655 320666
214275186 195223158 200308
124750159 691948049 470647
965540121 111937920 238240
955017882 702991689 366367
160526950 984675737 168355
746974402 892315915 123446
602547123 419220260 173385
441608704 658802133 146187
795103745 477528014 297604
526448411 166573122 223444
165627727 407467957 103988
127528211 987141439 224393
513121855 209386732 237706
253367191 316812175 165792
738056397 803693206 292198
970571469 473206004 481365
697590972 959654618 122656
150961519 189692912 102949
404069077 928059176 193671
194126243 149403112 269309
393574731 208529536 370936
588454785 864335561 490669
890019016 631731037 143756
399569990 875182357 418642
525800556 394654836 245126
405969100 980147927 197486
284717809 133030586 169468
811687371 180901452 260357
808413803 573887737 137681
867832319 615848797 216683
462453566 292452780 102834
969099434 942062780 142502
190012637 509751342 136378
572397464 842753164 444287
218446766 826879350 207863
239783301 181319584 202084
267963529 206525223 240885
605593039 891965382 312647
789586948 136422320 431050
396417573 740899554 140761
114789402 420744458 336518
696741881 572524963 214412
792349142 179662598 214214
341821753 665902783 362794
397856670 651452474 472774
384065551 737715968 273740
732124608 515443972 301574
988411603 208912974 327775
655767738 982784050 332736
922475321 696342988 475027
175973794 719524434 198098
406842227 784344553 381980
782019777 808240334 127091
659287352 721917696 163312
706125910 954429562 175027
639828371 843847099 212187
552724886 173662110 138037
337496964 602475610 357304
878224307 138864868 302249
307875718 571729470 459386
323944356 302541974 140863
279705082 886735821 115024
349503857 185797886 411610
527419532 661522169 211595
589984825 731020909 493372
544275322 482896988 202209
755917496 978549025 199558
235660995 381265450 118089
999404761 761743386 106622
656461556 422331034 309711
366723430 504250986 234734
125677598 828569899 463296
270381727 608148194 322327
895789712 686117244 283087
431306196 638074198 407644
936078442 355151113 108638
305193475 615079029 198629
242115968 635981176 391877
652315494 991715662 346766
920593930 390637956 134331
312925971 111050526 231511
399466530 485487265 112227
234033561 894615789 155956
989534412 124925732 320370
286705055 672581733 134140
521393665 348327992 482371
591364918 231297934 136905
635515989 411493757 178990
752756195 996828298 232089
897773889 109915624 356342
589384377 159484788 259891
195334146 188401296 246334
433186088 776625111 247959
184992444 880074312 204719
677495949 431791442 158578
135193728 123339489 147637
902029730 209878550 161499
468290752 566177001 411264
830658604 418206465 129508
223442279 940028565 428794
495000154 191090335 189178
958570706 268052646 477010
704723550 375348153 424889
294858932 395493885 162852
725262245 815165924 354178
511686796 585332221 162472
931128673 776965648 227628
885439457 365203832 154015
668466279 313211889 452098
473444650 357707839 102661
559443868 463080485 360549
381257289 401210824 222870
223102373 160080382 308923
275786568 455035960 206584
668790784 780802379 451423
510554209 366827121 144909
104330198 517008653 171996
872502298 284423933 136270
117085161 625578585 271823
944118783 943980947 191203
119397404 540807285 128230
517452313 773082685 108454
944320978 427096107 139141
602059869 668936874 112122
337873147 669221565 395074
449839568 201128167 344946
542022902 516851979 154440
520031037 396576766 107197
542729506 911931411 213305
104685487 408779140 123003
407884526 618174347 216547
181248572 233424651 275436
595885285 130672623 112690
418056619 817924539 104997
149580717 503225077 174632
182588099 962416763 140864
673753853 366674395 108522
343676325 416196432 374917
853429498 124068228 323443
945834020 711455329 194615
845763556 728937265 111711
605517652 822182745 149423
826631997 222569732 285464
765220696 262476254 434879
282894122 212946117 170409
772953569 709738048 134171
396503001 443629675 406090
815626539 846816324 390306
128471747 347215048 150882
911605103 995659389 157440
452716072 286151214 291042
333747726 674536483 280770
211720227 887067753 217108
702638401 494265193 151543
281364076 919780188 296390
147040865 413782626 249201
257246593 215022918 218328
121068480 913846838 449240
114035192 462287753 109202
840005364 387096302 311054
962301329 339397597 134359
468238144 212043382 184832
328918799 763989678 491324
686254386 470702662 119618
380316600 582170288 407012
239539467 981688506 344387
409578238 495523511 156275
344973741 159019327 146104
450125583 368431884 217725
187883584 287360025 283637
190228721 491648826 135912
408448547 544914796 246421
307591682 946021286 389659
736115285 514015803 387221
192309640 993385655 112988
412528702 357967534 126055
513867211 613809400 310881
627192217 234758092 160147
283125286 526643489 345852
844728296 994908491 268711
218964804 879322893 340982
255216182 141003465 198681
998764248 851578197 391184
429337323 883799090 301942
761413109 501524135 141275
807325151 507441932 385014
839752577 151295940 112380
564912092 575254758 122633
278305554 104476410 119270
904289329 376468706 243095
302811639 744624745 244565
377068910 876573549 330045
541062383 869817711 148851
667540379 377703838 240929
765467203 197539614 111096
635056719 358729783 347833
907566012 229913936 210432
540235921 879140096 122416
185813829 690308940 217699
107339500 845422344 176261
920603272 384955884 180721
882916640 899060798 213174
416388641 420316033 123612
623369391 868574713 205621
292768566 437469264 194190
388212131 185526504 204219
603303286 718518987 126617
347092619 368675529 341357
922344155 697454482 109919
359066022 274258248 127733
869789051 890174184 111330
586531913 822789946 149033
312548738 986676528 228828
135149866 108893096 238748
112068602 716837886 160907
334942775 557786948 459258
213431197 825538128 120221
553178513 604213677 190186
212824849 984870449 439396
898257611 385461359 101372
127845015 963869360 133644
172357363 196466956 391832
192766009 928403593 109181
473669218 121323068 309055
261437700 809043524 253458
844477900 547186560 413533
987985010 126987047 177208
772468624 610292138 305136
376362052 985427281 159307
589480422 251828432 140017
975745643 252470933 301566
856193338 541612029 417828
719338802 378004089 109145
335573384 762217776 428849
446342115 361713928 114565
192343408 421464350 146858
287866019 835608089 173023
564464960 635375590 161513
530658115 590607302 102355
813484936 534854590 157895
943591273 728222066 145864
886905448 214589902 163838
228800076 245940636 282921
234086290 856683133 322212
416439135 619435685 372782
768013782 607735325 210537
655861481 493326915 422990
679082052 969087165 344438
899117339 769173349 130338
761901547 334156987 394312
647270712 312083572 376645
153398294 260192513 119535
828637183 369507578 165313
298075123 714464528 104497
286934167 967183963 249323
350873964 459732139 426923
866831833 963352345 277119
562566898 473923582 355146
496778388 676718927 211636
637844487 802366454 499131
755883994 535684870 442173
782077771 998896378 193526
279577944 801208777 238266
756325963 134496329 246832
282407180 470827752 185351
387013954 771262583 202939
691871634 779080073 128002
106418033 633409545 150548
523808981 992067368 367673
793772318 423820650 356613
492071839 768727681 121781
230141984 572222830 107933
187755673 697300138 104557
321199255 601760724 189409
821092753 958111396 117837
403076488 874767388 169672
565600368 282729245 202235
573589368 707026733 105786
662876501 281210309 160187
220621742 691546626 100795
467096628 150783843 275621
698011234 341192443 166322
648716376 790868867 292530
556997548 479717383 156744
245888338 979578822 130822
568083062 350769373 174637
839262471 691347997 128601
745802348 960674154 157155
350245174 326046538 178276
239062230 755679791 127665
453400851 603457085 139006
818801282 494805888 290067
264151647 812940745 335632
648740602 508139115 243129
556938470 775923698 300230
801764248 582943050 275245
572904629 160884949 293123
810561879 182019475 278053
880273861 948040942 233668
556896971 338089394 339096
887216745 405746200 319222
397936739 383206550 150397
824535526 460288206 203836
851157143 276125000 330597
915737893 862117506 465851
213363824 816478922 126724
677843271 782119301 307628
847409378 853036953 310943
175530797 306178013 172723
903629082 640535682 346101
766273584 977203832 163741
605245139 522619131 124440
770512438 356442033 337375
203656811 234009466 157373
438444148 889164643 232998
329220820 848195030 195297
986105609 217301006 124409
419567070 296169943 472732
968909085 434970726 304999
899971531 872043467 352452
918578262 698458686 199515
738719547 782515682 107786
643657480 948498720 209820
132441286 201988849 100153
842981873 529463521 270288
779875542 128293435 189491
507454044 457306058 481831
832347982 977469575 116859
176152742 869440341 312886
153031278 871038829 260579
623826079 929452722 217068
798762994 482091608 199083
459307675 290441828 311726
671323155 949090783 386620
463074657 162528428 173097
820287786 748763191 157164
856567696 949975068 337631
250119923 760523024 109900
874748232 141247005 131304
760223719 420001177 149054
935369224 155199420 488697
879613560 278357251 119947
844781860 145650101 156057
362852537 739527962 280003
621099649 445176120 237264
608689428 650513160 179722
586520421 468068220 221078
337720359 799576670 151922
377320343 327840084 286304
497217654 844291510 133524
685463545 597660849 223067
681442213 831911825 292617
584704202 792846606 175769
284635352 296813506 289949
527655668 926565764 218056
218923728 223073223 128034
990977880 178345403 224654
575688629 701112280 163349
144698812 220260076 326825
759673573 308526777 289336
182406860 314451207 261236
586547716 343515204 202685
773540716 211598864 256477
500104223 854501217 138096
703242438 804379475 138530
742613111 931725565 270526
554412782 834892599 222651
310891296 164440712 100080
369519668 552518584 216203
174359274 265336323 235638
773370897 926343672 190625
267989937 314058443 292444
150841765 362620995 104933
545137906 784063054 137809
841593918 643517647 193278
894086705 627689423 305325
276454042 593715511 399633
483297424 141629574 228316
906202120 530934566 239666
871991642 626108265 274957
439341201 448933401 116466
695806361 397112190 258482
609457894 938905768 229293
352573163 548860978 110283
115265613 639713447 337892
247507960 237232401 243298
511672552 656581365 142629
150830195 369795167 271333
670790728 721468926 377470
661988514 206841480 100755
116597794 228138093 268767
339514921 626934899 100579
635988201 255410355 132020
611082033 826648830 141103
